,Date,ExitDate,Stock,Return,Profit
634,2021-06-02,2021-06-09,3037_欣興,0.14137224689567685,565488.9875827074
635,2021-06-09,2021-06-16,5608_四維航,0.30392001565397275,1215680.062615891
636,2021-06-09,2021-06-16,2615_萬海,0.2754261140024903,1101704.4560099612
637,2021-06-09,2021-06-16,2641_正德,0.2524307953881304,1009723.1815525217
638,2021-06-09,2021-06-16,2636_台驊控股,0.2471629423107924,988651.7692431696
639,2021-06-09,2021-06-16,6643_M31,0.2382650757405207,953060.3029620828
640,2021-06-16,2021-06-23,6640_均華,0.41322163403029344,1652886.5361211738
641,2021-06-16,2021-06-23,3218_大學光,0.32187547077377454,1287501.8830950982
642,2021-06-16,2021-06-23,2641_正德,0.30853338906230765,1234133.5562492306
643,2021-06-16,2021-06-23,2605_新興,0.3082007070297763,1232802.8281191052
644,2021-06-16,2021-06-23,3552_同致,0.2982231772190702,1192892.7088762808
645,2021-06-23,2021-06-30,2605_新興,0.4255256757886543,1702102.7031546172
646,2021-06-23,2021-06-30,2612_中航,0.42487525139568993,1699501.0055827596
647,2021-06-23,2021-06-30,2603_長榮,0.41243974915096193,1649758.9966038477
648,2021-06-23,2021-06-30,2615_萬海,0.41048217380322005,1641928.6952128801
649,2021-06-23,2021-06-30,2636_台驊控股,0.40587074509933707,1623482.9803973483
650,2021-06-30,2021-07-07,2486_一詮,0.3059884613511652,1223953.8454046608
651,2021-06-30,2021-07-07,5425_台半,0.24166960291866113,966678.4116746446
652,2021-06-30,2021-07-07,6548_長科*,0.22294592946681635,891783.7178672655
653,2021-06-30,2021-07-07,3624_光頡,0.2022839909622256,809135.9638489024
654,2021-06-30,2021-07-07,8255_朋程,0.20185568059526537,807422.7223810615
655,2021-07-07,2021-07-14,3675_德微,0.2991868671658571,1196747.4686634282
656,2021-07-07,2021-07-14,4919_新唐,0.294626150202687,1178504.600810748
657,2021-07-07,2021-07-14,5269_祥碩,0.25506530600371,1020261.2240148401
658,2021-07-07,2021-07-14,3035_智原,0.23314780031853521,932591.2012741409
659,2021-07-07,2021-07-14,8110_華東,0.21625820213777303,865032.808551092
660,2021-07-14,2021-07-21,6104_創惟,0.4429358079607333,1771743.2318429332
661,2021-07-14,2021-07-21,6547_高端疫苗,0.3526497451508206,1410598.9806032823
662,2021-07-14,2021-07-21,8054_安國,0.27633356089367367,1105334.2435746947
663,2021-07-14,2021-07-21,5340_建榮,0.2453245209138497,981298.0836553988
664,2021-07-14,2021-07-21,8255_朋程,0.23259340069822332,930373.6027928933
665,2021-07-21,2021-07-28,6568_宏觀,0.35475154428993094,1419006.1771597238
666,2021-07-21,2021-07-28,3691_碩禾,0.15856602932642927,634264.1173057171
667,2021-07-21,2021-07-28,3545_敦泰,0.1570288282637171,628115.3130548685
668,2021-07-21,2021-07-28,3357_臺慶科,0.1563591132305382,625436.4529221528
669,2021-07-21,2021-07-28,8436_大江,0.1545193600692587,618077.4402770348
670,2021-07-28,2021-08-04,6485_點序,0.3434398523337976,1373759.4093351904
671,2021-07-28,2021-08-04,2329_華泰,0.2322360649145001,928944.2596580004
672,2021-07-28,2021-08-04,2363_矽統,0.22541321721735752,901652.86886943
673,2021-07-28,2021-08-04,3663_鑫科,0.20279187849412383,811167.5139764954
674,2021-07-28,2021-08-04,6568_宏觀,0.19550625659539378,782025.0263815752
675,2021-08-04,2021-08-11,3036_文曄,0.081687070919374,326748.28367749596
676,2021-08-04,2021-08-11,5347_世界,0.07105594075556954,284223.76302227814
677,2021-08-04,2021-08-11,9921_巨大,0.06942076708432143,277683.0683372857
678,2021-08-04,2021-08-11,4721_美琪瑪,0.06496287361691189,259851.49446764754
